0.201778	0.385989	-1.24257	-2.37696	0.158219	0.214052	3.55768	2.37862
0.218459	0.68347	-0.116709	3.57063	0.131777	0.162405	4.15906	3.03082
-0.181706	0.759662	-7.42429	2.40144	0.113333	0.161305	3.7183	2.83378
-0.424708	0.730687	-4.50061	1.63449	0.10333	0.153959	3.22366	2.58401
-0.658957	0.59286	-4.05497	1.18505	0.0960873	0.137769	2.90263	2.36873
-0.858884	0.636135	-4.03514	1.14415	0.0880435	0.126458	2.6682	2.20926
-1.11406	0.666691	-4.41221	0.966512	0.0824982	0.119317	2.4747	2.07473
-1.31079	0.696844	-4.32366	0.952699	0.0772481	0.115903	2.32111	1.96625
-1.5299	0.700118	-4.33908	0.722615	0.0735568	0.113169	2.19389	1.86634
-1.69864	0.719812	-4.20586	0.743794	0.0769399	0.112272	2.08996	1.78255
-1.9486	0.711202	-4.44793	0.535147	0.07852	0.110449	1.99565	1.70443
-2.1904	0.744795	-4.49031	0.537834	0.0796746	0.111084	1.9129	1.63612
-2.47643	0.652071	-4.76277	0.00845478	0.0775968	0.106844	1.8379	1.57243
-2.72032	0.67975	-4.76195	0.112504	0.0756285	0.103448	1.77109	1.51532
-2.98144	0.696131	-4.75777	0.123533	0.0732808	0.100605	1.7111	1.46407
-3.23348	0.731492	-4.77603	0.22511	0.0710008	0.0989467	1.65679	1.41758
-3.47971	0.701679	-4.79451	0.0677751	0.0688904	0.0962268	1.60733	1.37599
-3.72926	0.646298	-4.82813	-0.149969	0.0669568	0.0940169	1.56204	1.34112
-3.96765	0.683399	-4.89129	0.0216686	0.0651725	0.091613	1.52048	1.30709
-4.25085	0.629263	-4.97163	-0.184699	0.0642964	0.0915183	1.4824	1.27955
-4.49256	0.622736	-4.95689	-0.173499	0.0635286	0.0927415	1.44701	1.2546
-4.73498	0.677902	-4.939	0.0412787	0.0628816	0.0921759	1.41399	1.2284
-4.96105	0.744986	-4.96732	0.270359	0.061877	0.0904313	1.38328	1.20203
-5.22279	0.74618	-4.99319	0.227231	0.0615648	0.0892843	1.35466	1.17801
-5.48785	0.726458	-5.10701	0.135717	0.0623266	0.0898465	1.3286	1.15701
-5.7094	0.822988	-5.03294	0.424775	0.0622217	0.0883515	1.30354	1.13495
-5.93899	0.913665	-4.77556	0.616407	0.0617763	0.0868519	1.27919	1.11374
-6.13055	0.932344	-4.69127	0.589291	0.0606632	0.0853221	1.25632	1.09378
-6.3819	0.974012	-4.96775	0.660424	0.059646	0.0839196	1.23486	1.07481
-6.65269	0.968009	-5.01533	0.53872	0.0591526	0.0826182	1.21476	1.05757
-6.89301	0.994711	-5.01032	0.542168	0.0587032	0.0815344	1.19565	1.04155
-7.13346	1.08828	-4.98134	0.740437	0.0583041	0.080295	1.17732	1.02541
-7.38449	1.07652	-4.92592	0.585568	0.0582395	0.0793978	1.15963	1.01148
-7.61864	1.12163	-4.90108	0.633959	0.0580538	0.0785834	1.14266	0.998251
-7.83498	1.1573	-4.83986	0.649668	0.0574357	0.0780841	1.12629	0.986054
-8.06489	1.18818	-4.81804	0.64717	0.0567456	0.0781665	1.11058	0.975114
-8.29812	1.29669	-4.85548	0.878116	0.0560455	0.0772469	1.09562	0.962914
-8.53052	1.32957	-4.8382	0.848372	0.0553417	0.0767438	1.08123	0.952016
-8.73947	1.36019	-4.49358	0.774599	0.0546783	0.0770128	1.06792	0.94317
-8.96056	1.46142	-4.47696	0.951822	0.0541892	0.0764672	1.05513	0.933333
-9.1988	1.48674	-4.7312	0.923574	0.0536797	0.0769457	1.04219	0.924949
-9.45785	1.50131	-4.77786	0.83115	0.0530372	0.079535	1.02982	0.919203
-9.70955	1.49866	-4.90623	0.719664	0.05248	0.0860342	1.01845	0.91701
-9.98422	1.64364	-4.94217	1.01865	0.0526361	0.0885301	1.00781	0.910872
-10.2038	1.77279	-4.78823	1.22785	0.052516	0.0892314	0.996853	0.903188
-10.4007	1.87328	-4.70389	1.34304	0.0519786	0.089506	0.98607	0.895317
-10.6589	1.96502	-4.87936	1.4336	0.0517868	0.089708	0.9765	0.887539
-10.8952	2.01739	-4.86883	1.38188	0.0517501	0.0910075	0.967332	0.881348
-11.1205	2.11001	-4.81572	1.44758	0.051681	0.0923574	0.958285	0.875467
-11.3041	2.27076	-4.6936	1.69921	0.0511692	0.0921676	0.949044	0.868029
-11.5447	2.35392	-4.71301	1.69487	0.0507636	0.0923954	0.940303	0.861521
-11.7781	2.50288	-4.6954	1.86969	0.0504852	0.0919054	0.931892	0.854389
-12.0325	2.6243	-4.82674	1.96519	0.0508388	0.0913162	0.924866	0.847343
-12.2751	2.75957	-4.82076	2.06491	0.0518325	0.0905745	0.918308	0.840359
-12.5128	2.83408	-4.72931	1.96518	0.0534662	0.0903516	0.911489	0.835032
-12.7218	3.00684	-4.66092	2.1709	0.0547664	0.0896193	0.904649	0.828771
-12.9453	3.12923	-4.61304	2.20385	0.0563314	0.0889369	0.897955	0.823044
-13.1384	3.31617	-4.52456	2.41685	0.0572291	0.0882169	0.891151	0.816585
-13.3284	3.41865	-4.39156	2.35636	0.0576036	0.0874763	0.884074	0.811244
-13.5097	3.56048	-4.31387	2.42841	0.0574954	0.0867501	0.877058	0.806119
-13.7392	3.7201	-4.35287	2.5346	0.057845	0.0860428	0.870632	0.80093
-13.9434	3.8268	-4.33286	2.48448	0.0582331	0.0854449	0.864557	0.797046
-14.1361	3.98206	-4.18718	2.54653	0.0584784	0.0848406	0.858169	0.793463
-14.3234	4.14737	-4.13554	2.65176	0.0585543	0.0842081	0.851961	0.78973
-14.5483	4.29859	-4.11721	2.68269	0.0592811	0.0836261	0.846099	0.786606
-14.7274	4.51296	-4.04426	2.89984	0.0597279	0.0830407	0.840324	0.782289
-14.9251	4.66123	-3.98833	2.89455	0.0603952	0.0824202	0.834728	0.778825
-15.0696	4.84321	-3.8734	3.00511	0.0603228	0.0818309	0.829046	0.775164
-15.2488	4.97849	-3.79077	2.94883	0.0602399	0.081295	0.823441	0.772956
-15.428	5.20169	-3.74793	3.1487	0.060192	0.0807406	0.818082	0.76958
-15.5856	5.37897	-3.52596	3.15224	0.0599694	0.0801821	0.812392	0.766993
-15.7861	5.50204	-3.58292	3.05653	0.0601661	0.0798631	0.807216	0.766482
-15.9587	5.63395	-3.58549	3.00637	0.0604857	0.0803838	0.802544	0.767767
-16.0836	5.84933	-3.46083	3.18862	0.0602932	0.0805388	0.797761	0.767501
-16.2507	5.99676	-3.35415	3.12088	0.0602162	0.08167	0.792981	0.769249
-16.3745	6.27558	-3.22965	3.44873	0.0598897	0.0814802	0.788154	0.767619
-16.5187	6.39917	-3.11059	3.28487	0.0595502	0.0826856	0.783326	0.769011
-16.6706	6.61809	-3.08471	3.42594	0.0592638	0.0836331	0.778843	0.769372
-16.8326	6.80897	-3.12553	3.48806	0.05919	0.085033	0.775179	0.769799
-17.0242	7.07889	-3.1603	3.72199	0.0601058	0.0853319	0.772583	0.768255
-17.1476	7.2733	-2.90526	3.67298	0.0608643	0.0860486	0.768923	0.768005
-17.2333	7.57715	-2.74614	3.99534	0.0609406	0.0856998	0.765025	0.765206
-17.3728	7.75912	-2.77951	3.95947	0.0613302	0.0857983	0.76205	0.763278
-17.4937	7.92113	-2.75776	3.87413	0.0618416	0.0870554	0.759807	0.762861
-17.6041	8.137	-2.58784	3.88857	0.0623799	0.0886123	0.757131	0.762932
-17.7389	8.38795	-2.57702	4.02903	0.0635772	0.0897431	0.755338	0.762039
-17.8249	8.55602	-2.31415	3.86286	0.0644863	0.0924968	0.752428	0.763755
-17.8761	8.88002	-2.13569	4.21014	0.0646714	0.0932184	0.749192	0.762095
-17.9547	9.0983	-1.87599	4.13405	0.064765	0.0943478	0.745373	0.76166
-17.9433	9.45572	-1.60587	4.54188	0.0644324	0.0939843	0.741269	0.758354
-18.0077	9.69436	-1.48531	4.52937	0.0641392	0.0936752	0.737235	0.755401
-18.0899	9.93192	-1.49664	4.5541	0.0638013	0.0934491	0.733568	0.752577
-18.184	10.1172	-1.47915	4.39806	0.0634968	0.0939833	0.730394	0.751216
-18.1761	10.4165	-1.27927	4.61976	0.0632983	0.0939036	0.726967	0.74848
-18.2616	10.6518	-1.42505	4.68563	0.0629652	0.0940115	0.725151	0.745576
-18.3292	10.8424	-1.43665	4.58036	0.0626789	0.0950635	0.724588	0.74354
-18.3832	11.0512	-1.22396	4.42165	0.0624974	0.0970255	0.723309	0.743052
-18.344	11.4714	-0.931167	4.93894	0.0622339	0.0966585	0.720903	0.739514
-18.3857	11.7104	-0.83476	4.86169	0.0619221	0.0964086	0.718772	0.736334
-18.4175	11.9662	-0.808468	4.89569	0.0616202	0.0961759	0.717461	0.733117
-18.4524	12.206	-0.822569	4.90147	0.0614234	0.0960961	0.717512	0.729956
-18.4892	12.4868	-0.797333	4.98852	0.0615373	0.0958412	0.718741	0.726591
-18.5013	12.7361	-0.57925	4.88485	0.0618676	0.0956562	0.719075	0.723601
-18.5019	13.0389	-0.492987	5.03398	0.0623787	0.0952403	0.719932	0.72023
-18.5004	13.2347	-0.192849	4.70794	0.0631672	0.095212	0.719221	0.718137
-18.4249	13.5668	0.0319375	4.96647	0.0632343	0.0947775	0.717841	0.714956
-18.4115	13.8306	0.149315	4.94197	0.0635265	0.0943393	0.716635	0.711842
-18.3648	14.109	0.247643	5.02926	0.0637245	0.0939081	0.715755	0.708584
-18.3329	14.3481	0.48075	4.84784	0.0641053	0.0934773	0.714196	0.705703
-18.2858	14.5767	0.523633	4.82407	0.0645653	0.0930936	0.713345	0.702853
-18.2306	14.8011	0.823299	4.58998	0.0650893	0.0928328	0.711413	0.700928
-18.123	15.1021	1.00115	4.7791	0.0651132	0.0924198	0.709287	0.698092
-18.0613	15.3561	1.017	4.83373	0.0652584	0.0920101	0.707895	0.695092
-17.9825	15.6097	1.0835	4.87125	0.0654222	0.0916069	0.707003	0.692049
-17.9131	15.8245	1.14403	4.77309	0.0657985	0.0912366	0.706698	0.689089
-17.8205	16.0721	1.22604	4.8064	0.0661861	0.0908598	0.706829	0.686114
-17.7899	16.3074	1.1061	4.82983	0.0677802	0.0904962	0.709529	0.683203
-17.6178	16.599	1.38863	4.98539	0.0682006	0.0901588	0.710543	0.680792
-17.4938	16.7732	1.80567	4.50502	0.0684828	0.0898155	0.70923	0.678044
-17.3759	17.03	1.88269	4.58548	0.0687851	0.0894406	0.708263	0.675213
-17.2476	17.2088	2.23279	4.17632	0.0690591	0.0891861	0.706076	0.673096
-17.0768	17.507	2.40977	4.39607	0.068976	0.0888477	0.70371	0.670341
-16.9298	17.6895	2.58283	4.18036	0.0688415	0.0884933	0.701208	0.667807
-16.7957	17.9144	2.60192	4.21716	0.0687767	0.0881365	0.699084	0.665134
-16.6442	18.1057	2.71987	4.09297	0.068707	0.0878109	0.696982	0.662534
-16.4831	18.262	2.75342	3.99653	0.0686066	0.0877242	0.695266	0.659979
-16.347	18.4491	2.77687	3.9286	0.0687087	0.0877622	0.694046	0.657428
-16.1585	18.6821	2.90894	4.02557	0.0686408	0.08757	0.692711	0.65491
-15.9831	18.8555	3.12625	3.77847	0.0685576	0.0875062	0.690848	0.652385
-15.7646	19.1192	3.30653	3.96099	0.0683087	0.0871699	0.688712	0.65017
-15.5849	19.2777	3.49479	3.65671	0.0680699	0.086877	0.686345	0.647686
-15.3941	19.4993	3.55102	3.7447	0.0678285	0.0865536	0.684116	0.645495
-15.1943	19.6442	3.76916	3.41155	0.0675792	0.0862402	0.681642	0.643065
-14.9556	19.8728	3.91536	3.55096	0.0673785	0.0859984	0.679131	0.640981
-14.7821	20.0102	3.96677	3.28179	0.0671287	0.0856923	0.676687	0.638637
-14.6533	20.1351	3.78326	3.17694	0.0671945	0.0853866	0.675008	0.636326
-14.4631	20.2636	3.81493	3.04895	0.0674498	0.0851377	0.67357	0.634029
-14.196	20.46	4.01763	3.16545	0.0673065	0.0848348	0.671647	0.632265
-13.9732	20.5735	4.1965	2.85346	0.0671455	0.0845381	0.669456	0.63006
-13.7819	20.7222	4.15495	2.85998	0.0671633	0.0842356	0.667604	0.628135
-13.5592	20.826	4.31053	2.56366	0.0672016	0.0839606	0.665516	0.625929
-13.2983	20.9727	4.42841	2.61586	0.0670491	0.0836645	0.663333	0.624055
-13.0442	21.0814	4.58208	2.44074	0.0668308	0.0833728	0.661045	0.622078
-12.7653	21.2458	4.72222	2.54202	0.0666347	0.0831845	0.658746	0.620905
